referencia_busca_cliente;id_importacao_pessoa;referencia;numero;data_primeiro_vencimento;dia_vencimento;data_vigencia_inicial;data_vigencia_final;servicos.referencia;PLANO;recorrencia;servicos.valor_unitario;codigo_forma_pagamento;codigo_banco_conta;tipo_faturamento;codigo_vendedor
1;35247;37955;37955;11/03/2025;11;11/03/2025;;31;Enterprise;1;797;13;2;1;1
1;35246;37954;37954;11/03/2025;11;11/03/2025;10/03/2026;32;Enterprise Anual;12;8364;13;2;1;1
1;35245;37953;37953;11/03/2025;11;11/03/2025;;29;PRO;1;497;13;2;1;1
1;35244;37951;37951;11/03/2025;11;11/03/2025;16/03/2025;31;Enterprise;1;797;13;2;1;1
1;35243;37948;37948;11/03/2025;11;11/03/2025;;31;Enterprise;1;797;13;2;1;1
1;35242;37947;37947;11/03/2025;11;11/03/2025;11/03/2025;29;PRO;1;497;13;2;1;1
1;35242;37949;37949;11/03/2025;11;11/03/2025;11/03/2025;29;PRO;1;497;13;2;1;1
1;35242;37950;37950;11/03/2025;11;11/03/2025;11/03/2025;29;PRO;1;497;13;2;1;1
1;35242;37952;37952;11/03/2025;11;11/03/2025;;29;PRO;1;497;13;2;1;1
1;35241;37946;37946;11/03/2025;11;11/03/2025;;29;PRO;1;497;13;2;1;1
1;35240;37944;37944;11/03/2025;11;11/03/2025;11/03/2025;31;Enterprise;1;797;13;2;1;1
1;35239;37943;37943;10/03/2025;10;10/03/2025;16/03/2025;29;PRO;1;497;13;2;1;1
1;35238;37942;37942;10/03/2025;10;10/03/2025;16/03/2025;30;Pro Anual;12;4764;13;2;1;1
1;35237;37941;37941;10/03/2025;10;10/03/2025;09/03/2026;30;Pro Anual;12;4764;13;2;1;1
1;35236;37938;37938;10/03/2025;10;10/03/2025;09/03/2026;30;Pro Anual;12;4764;13;2;1;1
1;35235;37937;37937;10/03/2025;10;10/03/2025;;29;PRO;1;497;13;2;1;1
1;35234;37930;37930;10/03/2025;10;10/03/2025;10/03/2025;32;Enterprise Anual;12;8364;13;2;1;1
1;35234;37931;37931;10/03/2025;10;10/03/2025;10/03/2025;32;Enterprise Anual;12;8364;13;2;1;1
1;35233;37929;37929;10/03/2025;10;10/03/2025;;29;PRO;1;497;13;2;1;1
1;35232;37928;37928;10/03/2025;10;10/03/2025;;29;PRO;1;497;13;2;1;1
1;35231;37927;37927;10/03/2025;10;10/03/2025;;29;PRO;1;497;13;2;1;1
1;35230;37925;37925;10/03/2025;10;10/03/2025;09/03/2026;32;Enterprise Anual;12;8364;13;2;1;1
1;35229;37922;37922;10/03/2025;10;10/03/2025;;29;PRO;1;497;13;2;1;1
1;35228;37921;37921;10/03/2025;10;10/03/2025;;31;Enterprise;1;797;13;2;1;1
1;35227;37920;37920;10/03/2025;10;10/03/2025;13/03/2025;29;PRO;1;497;13;2;1;1
1;35226;37919;37919;10/03/2025;10;10/03/2025;09/03/2026;30;Pro Anual;12;4764;13;2;1;1
1;35225;37918;37918;10/03/2025;10;10/03/2025;;29;PRO;1;497;13;2;1;1
1;35224;37917;37917;10/03/2025;10;10/03/2025;;29;PRO;1;497;13;2;1;1
1;35223;37916;37916;10/03/2025;10;10/03/2025;;29;PRO;1;497;13;2;1;1
1;35222;37915;37915;10/03/2025;10;10/03/2025;10/03/2025;30;Pro Anual;12;4764;13;2;1;1
1;35222;37939;37939;11/03/2025;11;11/03/2025;;29;PRO;1;497;13;2;1;1
1;35221;37914;37914;10/03/2025;10;10/03/2025;;29;PRO;1;497;13;2;1;1
1;35220;37913;37913;10/03/2025;10;10/03/2025;;29;PRO;1;497;13;2;1;1
1;35219;37912;37912;08/03/2025;08;08/03/2025;;29;PRO;1;497;13;2;1;1
1;35218;37911;37911;08/03/2025;08;08/03/2025;11/03/2025;29;PRO;1;497;13;2;1;1
1;35217;37907;37907;08/03/2025;08;08/03/2025;;31;Enterprise;1;797;13;2;1;1
1;35216;37906;37906;08/03/2025;08;08/03/2025;11/03/2025;29;PRO;1;497;13;2;1;1
1;35215;37905;37905;07/03/2025;07;07/03/2025;;29;PRO;1;497;13;2;1;1
1;35214;37904;37904;07/03/2025;07;07/03/2025;;29;PRO;1;497;13;2;1;1
1;35213;37903;37903;07/03/2025;07;07/03/2025;;29;PRO;1;497;13;2;1;1
1;35212;37901;37901;07/03/2025;07;07/03/2025;;29;PRO;1;497;13;2;1;1
1;35211;37899;37899;07/03/2025;07;07/03/2025;;29;PRO;1;497;13;2;1;1
1;35210;37897;37897;07/03/2025;07;07/03/2025;06/03/2026;30;Pro Anual;12;4764;13;2;1;1
1;35209;37896;37896;07/03/2025;07;07/03/2025;;29;PRO;1;497;13;2;1;1
1;35208;37895;37895;07/03/2025;07;07/03/2025;;31;Enterprise;1;797;13;2;1;1
1;35207;37894;37894;06/03/2025;06;06/03/2025;;29;PRO;1;497;13;2;1;1
1;35206;37893;37893;06/03/2025;06;06/03/2025;;31;Enterprise;1;797;13;2;1;1
1;35205;37892;37892;06/03/2025;06;06/03/2025;05/03/2026;30;Pro Anual;12;4764;13;2;1;1
1;35204;37890;37890;06/03/2025;06;06/03/2025;;29;PRO;1;497;13;2;1;1
1;35203;37889;37889;06/03/2025;06;06/03/2025;;29;PRO;1;497;13;2;1;1
1;35202;37888;37888;06/03/2025;06;06/03/2025;;29;PRO;1;497;13;2;1;1
1;35201;37887;37887;06/03/2025;06;06/03/2025;;29;PRO;1;497;13;2;1;1
1;35200;37886;37886;06/03/2025;06;06/03/2025;06/03/2025;29;PRO;1;497;13;2;1;1
1;35199;37884;37884;06/03/2025;06;06/03/2025;;29;PRO;1;497;13;2;1;1
1;35198;37883;37883;06/03/2025;06;06/03/2025;09/03/2025;29;PRO;1;497;13;2;1;1
1;35197;37881;37881;05/03/2025;05;05/03/2025;;29;PRO;1;497;13;2;1;1
1;35196;37880;37880;05/03/2025;05;05/03/2025;;29;PRO;1;497;13;2;1;1
1;35195;37878;37878;05/03/2025;05;05/03/2025;04/04/2025;29;PRO;1;497;13;2;1;1
1;35194;37875;37875;05/03/2025;05;05/03/2025;05/03/2025;30;Pro Anual;12;4764;13;2;1;1
1;35194;37877;37877;05/03/2025;05;05/03/2025;05/03/2025;30;Pro Anual;12;4764;13;2;1;1
1;35189;37873;37873;05/03/2025;05;05/03/2025;05/03/2025;29;PRO;1;497;13;2;1;1
1;35188;37872;37872;05/03/2025;05;05/03/2025;;31;Enterprise;1;797;13;2;1;1
1;35187;37871;37871;05/03/2025;05;05/03/2025;04/03/2026;30;Pro Anual;12;4764;13;2;1;1
1;35186;37870;37870;05/03/2025;05;05/03/2025;04/03/2026;30;Pro Anual;12;4764;13;2;1;1
1;35185;37869;37869;05/03/2025;05;05/03/2025;;29;PRO;1;497;13;2;1;1
1;35184;37868;37868;05/03/2025;05;05/03/2025;05/03/2025;29;PRO;1;497;13;2;1;1
1;35183;37866;37866;05/03/2025;05;05/03/2025;05/03/2025;30;Pro Anual;12;4764;13;2;1;1
1;35183;37867;37867;05/03/2025;05;05/03/2025;05/03/2025;30;Pro Anual;12;4764;13;2;1;1
1;35182;37865;37865;04/03/2025;04;04/03/2025;;29;PRO;1;497;13;2;1;1
1;35181;37858;37858;03/03/2025;03;03/03/2025;02/03/2026;30;Pro Anual;12;4764;13;2;1;1
1;35180;37857;37857;03/03/2025;03;03/03/2025;02/03/2026;30;Pro Anual;12;4764;13;2;1;1
1;35178;37864;37864;03/03/2025;03;03/03/2025;;29;PRO;1;497;13;2;1;1
1;35174;37863;37863;03/03/2025;03;03/03/2025;;29;PRO;1;497;13;2;1;1
1;35170;37862;37862;03/03/2025;03;03/03/2025;;29;PRO;1;497;13;2;1;1
1;35166;37861;37861;03/03/2025;03;03/03/2025;;29;PRO;1;497;13;2;1;1
1;35162;37860;37860;03/03/2025;03;03/03/2025;;29;PRO;1;497;13;2;1;1
1;35158;37856;37856;03/03/2025;03;03/03/2025;02/03/2026;32;Enterprise Anual;12;8364;13;2;1;1
1;35157;37859;37859;03/03/2025;03;03/03/2025;;29;PRO;1;497;13;2;1;1
1;35153;37855;37855;03/03/2025;03;03/03/2025;;31;Enterprise;1;797;13;2;1;1
1;35152;37854;37854;03/03/2025;03;03/03/2025;;29;PRO;1;497;13;2;1;1
1;35151;37853;37853;02/03/2025;02;02/03/2025;;29;PRO;1;497;13;2;1;1
1;35150;37851;37851;02/03/2025;02;02/03/2025;03/03/2025;29;PRO;1;497;13;2;1;1
1;35149;37850;37850;01/03/2025;01;01/03/2025;;29;PRO;1;497;13;2;1;1
1;35148;37845;37845;01/03/2025;01;01/03/2025;01/03/2025;29;PRO;1;497;13;2;1;1
1;35148;37846;37846;01/03/2025;01;01/03/2025;01/03/2025;29;PRO;1;497;13;2;1;1
1;35148;37847;37847;01/03/2025;01;01/03/2025;01/03/2025;29;PRO;1;497;13;2;1;1
1;35148;37848;37848;01/03/2025;01;01/03/2025;01/03/2025;29;PRO;1;497;13;2;1;1
1;35148;37849;37849;01/03/2025;01;01/03/2025;01/03/2025;29;PRO;1;497;13;2;1;1
1;35147;37844;37844;28/02/2025;28;28/02/2025;;31;Enterprise;1;797;13;2;1;1
1;35146;37843;37843;28/02/2025;28;28/02/2025;27/02/2026;30;Pro Anual;12;4764;13;2;1;1
1;35145;37842;37842;28/02/2025;28;28/02/2025;;29;PRO;1;497;13;2;1;1
1;35144;37841;37841;28/02/2025;28;28/02/2025;;29;PRO;1;497;13;2;1;1
1;35143;37840;37840;28/02/2025;28;28/02/2025;27/02/2026;32;Enterprise Anual;12;8364;13;2;1;1
1;35142;37839;37839;28/02/2025;28;28/02/2025;;29;PRO;1;497;13;2;1;1
1;35141;37838;37838;28/02/2025;28;28/02/2025;27/02/2026;30;Pro Anual;12;4764;13;2;1;1
1;35140;37837;37837;28/02/2025;28;28/02/2025;;31;Enterprise;1;797;13;2;1;1
1;35139;37836;37836;28/02/2025;28;28/02/2025;;29;PRO;1;497;13;2;1;1
1;35138;37835;37835;28/02/2025;28;28/02/2025;28/02/2025;31;Enterprise;1;797;13;2;1;1
1;35137;37834;37834;28/02/2025;28;28/02/2025;;29;PRO;1;497;13;2;1;1
1;35136;37833;37833;28/02/2025;28;28/02/2025;27/02/2026;30;Pro Anual;12;4764;13;2;1;1
1;35136;37830;37830;28/02/2025;28;28/02/2025;28/02/2025;30;Pro Anual;12;4764;13;2;1;1
1;35136;37831;37831;28/02/2025;28;28/02/2025;28/02/2025;30;Pro Anual;12;4764;13;2;1;1
1;35136;37832;37832;28/02/2025;28;28/02/2025;28/02/2025;30;Pro Anual;12;4764;13;2;1;1
1;35135;37829;37829;28/02/2025;28;28/02/2025;27/02/2026;30;Pro Anual;12;4764;13;2;1;1
1;35134;37876;37876;28/02/2025;28;28/02/2025;;29;PRO;1;497;13;2;1;1
1;35130;37827;37827;28/02/2025;28;28/02/2025;;29;PRO;1;497;13;2;1;1
1;35129;37824;37824;28/02/2025;28;28/02/2025;27/02/2026;30;Pro Anual;12;4764;13;2;1;1
1;35129;37823;37823;28/02/2025;28;28/02/2025;28/02/2025;30;Pro Anual;12;4764;13;2;1;1
1;35128;37821;37821;28/02/2025;28;28/02/2025;28/02/2025;29;PRO;1;497;13;2;1;1
1;35128;37822;37822;28/02/2025;28;28/02/2025;;29;PRO;1;497;13;2;1;1
1;35127;37817;37817;28/02/2025;28;28/02/2025;28/02/2025;29;PRO;1;497;13;2;1;1
1;35127;37818;37818;28/02/2025;28;28/02/2025;28/02/2025;29;PRO;1;497;13;2;1;1
1;35127;37819;37819;28/02/2025;28;28/02/2025;28/02/2025;29;PRO;1;497;13;2;1;1
1;35127;37820;37820;28/02/2025;28;28/02/2025;28/02/2025;29;PRO;1;497;13;2;1;1
1;35126;37816;37816;28/02/2025;28;28/02/2025;;29;PRO;1;497;13;2;1;1
1;35125;37815;37815;27/02/2025;27;27/02/2025;;29;PRO;1;497;13;2;1;1
1;35124;37814;37814;27/02/2025;27;27/02/2025;;29;PRO;1;497;13;2;1;1
1;35123;37825;37825;27/03/2025;27;27/03/2025;27/03/2025;31;Enterprise;1;797;13;2;1;1
1;35123;37813;37813;27/02/2025;27;27/02/2025;27/02/2025;29;PRO;1;497;13;2;1;1
1;35123;37826;37826;28/02/2025;28;28/02/2025;;31;Enterprise;1;797;13;2;1;1
1;35122;37812;37812;27/02/2025;27;27/02/2025;;29;PRO;1;497;13;2;1;1
1;35121;37811;37811;27/02/2025;27;27/02/2025;;29;PRO;1;497;13;2;1;1
1;35120;37810;37810;27/02/2025;27;27/02/2025;26/02/2026;32;Enterprise Anual;12;8364;13;2;1;1
1;35119;37809;37809;27/02/2025;27;27/02/2025;;31;Enterprise;1;797;13;2;1;1
1;35118;37808;37808;27/02/2025;27;27/02/2025;26/02/2026;32;Enterprise Anual;12;8364;13;2;1;1
1;35117;37807;37807;27/02/2025;27;27/02/2025;26/02/2026;32;Enterprise Anual;12;8364;13;2;1;1
1;35116;37804;37804;27/02/2025;27;27/02/2025;27/02/2025;32;Enterprise Anual;12;8364;13;2;1;1
1;35115;37803;37803;27/02/2025;27;27/02/2025;26/03/2025;32;Enterprise Anual;12;8364;13;2;1;1
1;35114;37798;37798;27/02/2025;27;27/02/2025;27/02/2025;30;Pro Anual;12;4764;13;2;1;1
1;35114;37799;37799;27/02/2025;27;27/02/2025;27/02/2025;30;Pro Anual;12;4764;13;2;1;1
1;35114;37800;37800;27/02/2025;27;27/02/2025;27/02/2025;30;Pro Anual;12;4764;13;2;1;1
1;35114;37801;37801;27/02/2025;27;27/02/2025;27/02/2025;30;Pro Anual;12;4764;13;2;1;1
1;35114;37802;37802;27/02/2025;27;27/02/2025;27/02/2025;30;Pro Anual;12;4764;13;2;1;1
1;35113;37795;37795;27/02/2025;27;27/02/2025;;31;Enterprise;1;797;13;2;1;1
1;35112;37793;37793;27/02/2025;27;27/02/2025;27/02/2025;29;PRO;1;497;13;2;1;1
1;35112;37794;37794;27/02/2025;27;27/02/2025;27/02/2025;29;PRO;1;497;13;2;1;1
1;35111;37791;37791;26/02/2025;26;26/02/2025;;29;PRO;1;497;13;2;1;1
1;35110;37789;37789;26/02/2025;26;26/02/2025;;29;PRO;1;497;13;2;1;1
1;35109;37788;37788;26/02/2025;26;26/02/2025;;29;PRO;1;497;13;2;1;1
1;35108;37786;37786;26/02/2025;26;26/02/2025;;29;PRO;1;497;13;2;1;1
1;35107;37785;37785;26/02/2025;26;26/02/2025;26/02/2025;32;Enterprise Anual;12;8364;13;2;1;1
1;35106;37784;37784;26/02/2025;26;26/02/2025;25/03/2025;31;Enterprise;1;797;13;2;1;1
1;35106;38056;38056;26/03/2025;26;26/03/2025;;29;PRO;1;497;13;2;1;1
1;35105;37781;37781;26/02/2025;26;26/02/2025;;29;PRO;1;497;13;2;1;1
1;35101;37780;37780;26/02/2025;26;26/02/2025;25/02/2026;30;Pro Anual;12;4764;13;2;1;1
1;35100;37777;37777;25/02/2025;25;25/02/2025;24/02/2026;30;Pro Anual;12;4764;13;2;1;1
1;35100;37776;37776;25/02/2025;25;25/02/2025;25/02/2025;30;Pro Anual;12;4764;13;2;1;1
1;35095;37775;37775;25/02/2025;25;25/02/2025;;31;Enterprise;1;797;13;2;1;1
1;35094;37779;37779;25/02/2025;25;25/02/2025;;29;PRO;1;497;13;2;1;1
1;35093;37773;37773;25/02/2025;25;25/02/2025;;29;PRO;1;497;13;2;1;1
1;35092;37772;37772;25/02/2025;25;25/02/2025;25/02/2025;32;Enterprise Anual;12;8364;13;2;1;1
1;35091;37770;37770;25/02/2025;25;25/02/2025;25/02/2025;29;PRO;1;497;13;2;1;1
1;35091;37771;37771;25/02/2025;25;25/02/2025;;29;PRO;1;497;13;2;1;1
1;35090;37769;37769;25/02/2025;25;25/02/2025;25/02/2025;32;Enterprise Anual;12;8364;13;2;1;1
1;35089;37774;37774;25/02/2025;25;25/02/2025;;29;PRO;1;497;13;2;1;1
1;35085;37765;37765;25/02/2025;25;25/02/2025;25/02/2025;29;PRO;1;497;13;2;1;1
1;35085;37766;37766;25/02/2025;25;25/02/2025;25/02/2025;29;PRO;1;497;13;2;1;1
1;35085;37767;37767;25/02/2025;25;25/02/2025;25/02/2025;29;PRO;1;497;13;2;1;1
1;35085;37768;37768;25/02/2025;25;25/02/2025;25/02/2025;29;PRO;1;497;13;2;1;1
1;35084;37764;37764;25/02/2025;25;25/02/2025;;29;PRO;1;497;13;2;1;1
1;35083;37763;37763;25/02/2025;25;25/02/2025;;29;PRO;1;497;13;2;1;1
1;35082;37762;37762;25/02/2025;25;25/02/2025;;29;PRO;1;497;13;2;1;1
1;35081;37757;37757;25/02/2025;25;25/02/2025;;29;PRO;1;497;13;2;1;1
1;35080;37756;37756;25/02/2025;25;25/02/2025;24/03/2025;31;Enterprise;1;797;13;2;1;1
1;35075;37755;37755;25/02/2025;25;25/02/2025;25/02/2025;32;Enterprise Anual;12;8364;13;2;1;1
1;35075;37758;37758;25/02/2025;25;25/02/2025;25/02/2025;32;Enterprise Anual;12;8364;13;2;1;1
1;35075;37759;37759;25/02/2025;25;25/02/2025;25/02/2025;32;Enterprise Anual;12;8364;13;2;1;1
1;35075;37760;37760;25/02/2025;25;25/02/2025;25/02/2025;32;Enterprise Anual;12;8364;13;2;1;1
1;35075;37761;37761;25/02/2025;25;25/02/2025;25/02/2025;32;Enterprise Anual;12;8364;13;2;1;1
1;35074;37754;37754;25/02/2025;25;25/02/2025;;29;PRO;1;497;13;2;1;1
1;35073;37753;37753;24/02/2025;24;24/02/2025;24/02/2025;31;Enterprise;1;797;13;2;1;1
1;35072;37752;37752;24/02/2025;24;24/02/2025;24/02/2025;31;Enterprise;1;797;13;2;1;1
1;35071;37749;37749;24/02/2025;24;24/02/2025;24/02/2025;31;Enterprise;1;797;13;2;1;1
1;35071;37750;37750;24/02/2025;24;24/02/2025;24/02/2025;31;Enterprise;1;797;13;2;1;1
1;35071;37751;37751;24/02/2025;24;24/02/2025;24/02/2025;31;Enterprise;1;797;13;2;1;1
1;35070;37747;37747;24/02/2025;24;24/02/2025;;29;PRO;1;497;13;2;1;1
1;35069;37746;37746;24/02/2025;24;24/02/2025;24/02/2025;31;Enterprise;1;797;13;2;1;1
1;35069;37748;37748;24/02/2025;24;24/02/2025;24/02/2025;31;Enterprise;1;797;13;2;1;1
1;35068;37745;37745;24/02/2025;24;24/02/2025;24/02/2025;32;Enterprise Anual;12;8364;13;2;1;1
1;35067;37734;37734;24/02/2025;24;24/02/2025;;29;PRO;1;497;13;2;1;1
1;35066;37731;37731;24/02/2025;24;24/02/2025;23/02/2026;32;Enterprise Anual;12;8364;13;2;1;1
1;35065;37729;37729;24/02/2025;24;24/02/2025;;29;PRO;1;497;13;2;1;1
1;35064;37728;37728;24/02/2025;24;24/02/2025;;31;Enterprise;1;797;13;2;1;1
1;35062;37724;37724;24/02/2025;24;24/02/2025;24/02/2025;29;PRO;1;497;13;2;1;1
1;35062;37725;37725;24/02/2025;24;24/02/2025;24/02/2025;29;PRO;1;497;13;2;1;1
1;35062;37726;37726;24/02/2025;24;24/02/2025;24/02/2025;29;PRO;1;497;13;2;1;1
1;35062;37727;37727;24/02/2025;24;24/02/2025;;29;PRO;1;497;13;2;1;1
1;35061;37723;37723;24/02/2025;24;24/02/2025;;29;PRO;1;497;13;2;1;1
1;35060;37722;37722;24/02/2025;24;24/02/2025;;29;PRO;1;497;13;2;1;1
1;35059;37721;37721;24/02/2025;24;24/02/2025;;29;PRO;1;497;13;2;1;1
1;35058;37720;37720;24/02/2025;24;24/02/2025;23/02/2026;30;Pro Anual;12;4764;13;2;1;1
1;35057;37719;37719;24/02/2025;24;24/02/2025;;29;PRO;1;497;13;2;1;1
1;35056;37715;37715;23/02/2025;23;23/02/2025;23/02/2025;29;PRO;1;497;13;2;1;1
1;35056;37716;37716;23/02/2025;23;23/02/2025;23/02/2025;29;PRO;1;497;13;2;1;1
1;35056;37717;37717;23/02/2025;23;23/02/2025;23/02/2025;29;PRO;1;497;13;2;1;1
1;35056;37718;37718;23/02/2025;23;23/02/2025;;29;PRO;1;497;13;2;1;1
1;35055;37714;37714;23/02/2025;23;23/02/2025;;29;PRO;1;497;13;2;1;1
1;35054;37713;37713;22/02/2025;22;22/02/2025;;29;PRO;1;497;13;2;1;1
1;35053;37712;37712;22/02/2025;22;22/02/2025;;31;Enterprise;1;797;13;2;1;1
1;35052;37709;37709;22/02/2025;22;22/02/2025;22/02/2025;29;PRO;1;497;13;2;1;1
1;35052;37710;37710;22/02/2025;22;22/02/2025;22/02/2025;29;PRO;1;497;13;2;1;1
1;35052;37711;37711;22/02/2025;22;22/02/2025;22/02/2025;29;PRO;1;497;13;2;1;1
1;35051;37708;37708;22/02/2025;22;22/02/2025;;29;PRO;1;497;13;2;1;1
1;35050;37707;37707;22/02/2025;22;22/02/2025;;29;PRO;1;497;13;2;1;1
1;35049;37706;37706;21/02/2025;21;21/02/2025;;29;PRO;1;497;13;2;1;1
1;35048;37705;37705;21/02/2025;21;21/02/2025;;29;PRO;1;497;13;2;1;1
1;35047;37704;37704;21/02/2025;21;21/02/2025;20/02/2026;30;Pro Anual;12;4764;13;2;1;1
1;35046;37702;37702;21/02/2025;21;21/02/2025;;29;PRO;1;497;13;2;1;1
1;35045;37696;37696;21/02/2025;21;21/02/2025;21/02/2025;29;PRO;1;497;13;2;1;1
1;35045;37697;37697;21/02/2025;21;21/02/2025;21/02/2025;29;PRO;1;497;13;2;1;1
1;35045;37698;37698;21/02/2025;21;21/02/2025;;29;PRO;1;497;13;2;1;1
1;35044;37695;37695;21/02/2025;21;21/02/2025;;29;PRO;1;497;13;2;1;1
1;35043;37694;37694;21/02/2025;21;21/02/2025;21/02/2025;29;PRO;1;497;13;2;1;1
1;35043;37699;37699;21/02/2025;21;21/02/2025;21/02/2025;29;PRO;1;497;13;2;1;1
1;35043;37700;37700;21/02/2025;21;21/02/2025;;29;PRO;1;497;13;2;1;1
1;35042;37693;37693;21/02/2025;21;21/02/2025;20/02/2026;30;Pro Anual;12;4764;13;2;1;1
1;35041;37691;37691;21/02/2025;21;21/02/2025;21/02/2025;29;PRO;1;497;13;2;1;1
1;35041;37692;37692;21/02/2025;21;21/02/2025;21/02/2025;29;PRO;1;497;13;2;1;1
1;35041;37703;37703;21/02/2025;21;21/02/2025;;29;PRO;1;497;13;2;1;1
1;35040;37690;37690;21/02/2025;21;21/02/2025;20/04/2025;29;PRO;1;497;13;2;1;1
1;35039;37689;37689;20/02/2025;20;20/02/2025;;31;Enterprise;1;797;13;2;1;1
1;35038;37688;37688;20/02/2025;20;20/02/2025;;31;Enterprise;1;797;13;2;1;1
1;35037;37687;37687;20/02/2025;20;20/02/2025;19/03/2025;29;PRO;1;497;13;2;1;1
1;35036;37686;37686;20/02/2025;20;20/02/2025;;29;PRO;1;497;13;2;1;1
1;35035;37685;37685;20/02/2025;20;20/02/2025;19/02/2026;30;Pro Anual;12;4764;13;2;1;1
1;35035;37683;37683;20/02/2025;20;20/02/2025;20/02/2025;30;Pro Anual;12;4764;13;2;1;1
1;35035;37684;37684;20/02/2025;20;20/02/2025;20/02/2025;30;Pro Anual;12;4764;13;2;1;1
1;35034;37681;37681;20/02/2025;20;20/02/2025;20/02/2025;29;PRO;1;497;13;2;1;1
1;35034;37682;37682;20/02/2025;20;20/02/2025;;29;PRO;1;497;13;2;1;1
1;35033;37680;37680;20/02/2025;20;20/02/2025;19/02/2026;32;Enterprise Anual;12;8364;13;2;1;1
1;35032;37672;37672;20/02/2025;20;20/02/2025;20/02/2025;29;PRO;1;497;13;2;1;1
1;35032;37673;37673;20/02/2025;20;20/02/2025;20/02/2025;29;PRO;1;497;13;2;1;1
1;35032;37674;37674;20/02/2025;20;20/02/2025;20/02/2025;29;PRO;1;497;13;2;1;1
1;35032;37675;37675;20/02/2025;20;20/02/2025;20/02/2025;29;PRO;1;497;13;2;1;1
1;35032;37676;37676;20/02/2025;20;20/02/2025;20/02/2025;29;PRO;1;497;13;2;1;1
1;35032;37677;37677;20/02/2025;20;20/02/2025;20/02/2025;29;PRO;1;497;13;2;1;1
1;35032;37678;37678;20/02/2025;20;20/02/2025;20/02/2025;29;PRO;1;497;13;2;1;1
1;35032;37679;37679;20/02/2025;20;20/02/2025;;29;PRO;1;497;13;2;1;1
1;35031;37671;37671;20/02/2025;20;20/02/2025;;31;Enterprise;1;797;13;2;1;1
1;35030;37670;37670;20/02/2025;20;20/02/2025;;29;PRO;1;497;13;2;1;1
1;35029;37669;37669;20/02/2025;20;20/02/2025;19/02/2026;30;Pro Anual;12;4764;13;2;1;1
1;35028;37667;37667;20/02/2025;20;20/02/2025;;29;PRO;1;497;13;2;1;1
1;35027;37666;37666;20/02/2025;20;20/02/2025;20/02/2025;29;PRO;1;497;13;2;1;1
1;35027;37668;37668;20/02/2025;20;20/02/2025;;29;PRO;1;497;13;2;1;1
1;35026;37665;37665;19/02/2025;19;19/02/2025;;29;PRO;1;497;13;2;1;1
1;35025;37664;37664;19/02/2025;19;19/02/2025;;29;PRO;1;497;13;2;1;1
1;35024;37663;37663;19/02/2025;19;19/02/2025;;31;Enterprise;1;797;13;2;1;1
1;35023;37662;37662;19/02/2025;19;19/02/2025;19/02/2025;29;PRO;1;497;13;2;1;1
1;35022;37661;37661;19/02/2025;19;19/02/2025;;29;PRO;1;497;13;2;1;1
1;35021;37660;37660;19/02/2025;19;19/02/2025;;29;PRO;1;497;13;2;1;1
1;35020;37659;37659;19/02/2025;19;19/02/2025;18/02/2026;30;Pro Anual;12;4764;13;2;1;1
1;35019;37658;37658;19/02/2025;19;19/02/2025;18/02/2026;32;Enterprise Anual;12;8364;13;2;1;1
1;35018;37657;37657;19/02/2025;19;19/02/2025;19/02/2025;30;Pro Anual;12;4764;13;2;1;1
1;35017;37656;37656;19/02/2025;19;19/02/2025;19/02/2025;29;PRO;1;497;13;2;1;1
1;35016;37655;37655;19/02/2025;19;19/02/2025;19/02/2025;32;Enterprise Anual;12;8364;13;2;1;1
1;35015;37654;37654;19/02/2025;19;19/02/2025;19/02/2025;32;Enterprise Anual;12;8364;13;2;1;1
1;35014;37653;37653;19/02/2025;19;19/02/2025;19/02/2025;32;Enterprise Anual;12;8364;13;2;1;1
1;35013;37652;37652;19/02/2025;19;19/02/2025;19/02/2025;32;Enterprise Anual;12;8364;13;2;1;1
1;35012;37651;37651;19/02/2025;19;19/02/2025;19/02/2025;32;Enterprise Anual;12;8364;13;2;1;1
1;35011;37650;37650;19/02/2025;19;19/02/2025;18/03/2025;29;PRO;1;497;13;2;1;1
1;35010;37649;37649;19/02/2025;19;19/02/2025;19/02/2025;32;Enterprise Anual;12;8364;13;2;1;1
1;35009;37648;37648;19/02/2025;19;19/02/2025;19/02/2025;29;PRO;1;497;13;2;1;1
1;35008;37647;37647;19/02/2025;19;19/02/2025;19/02/2025;29;PRO;1;497;13;2;1;1
1;35007;37646;37646;19/02/2025;19;19/02/2025;19/02/2025;29;PRO;1;497;13;2;1;1
1;35006;37645;37645;19/02/2025;19;19/02/2025;19/02/2025;29;PRO;1;497;13;2;1;1
1;35005;37643;37643;19/02/2025;19;19/02/2025;19/02/2025;29;PRO;1;497;13;2;1;1
1;35005;37644;37644;19/02/2025;19;19/02/2025;19/02/2025;29;PRO;1;497;13;2;1;1
1;35004;37642;37642;19/02/2025;19;19/02/2025;19/02/2025;29;PRO;1;497;13;2;1;1
1;35003;37641;37641;19/02/2025;19;19/02/2025;19/02/2025;29;PRO;1;497;13;2;1;1
1;35002;37640;37640;19/02/2025;19;19/02/2025;18/03/2025;29;PRO;1;497;13;2;1;1
1;35001;37639;37639;19/02/2025;19;19/02/2025;18/02/2026;30;Pro Anual;12;4764;13;2;1;1
1;35000;37638;37638;19/02/2025;19;19/02/2025;18/04/2025;29;PRO;1;497;13;2;1;1
